Target	total_coverage	average_coverage
chr12:48439105-48439168	5923	115.24290279715
chr12:48440139-48440232	5955	70.8937873742031
chr12:48440761-48440846	3359	43.7113075743705
chr12:48441784-48441864	5488	77.0279142920803
chr12:48442712-48442916	13261	72.393356041629
chr12:48457493-48457625	9671	86.7682403053997
chr12:48458848-48459004	2986	23.4922477175883
chr12:48459379-48459464	3374	43.9015513605365
chr12:48460710-48460749	945	26.4438862770706
chr12:48465450-48465505	818	16.3497747993229
chr12:48468107-48468391	16367	64.2688272912468
chr12:48468473-48468577	5337	56.8828920636266
chr12:48477374-48477546	3951	25.5598122119463
chr12:48482584-48482744	7437	51.6903557823905
chr12:48490126-48490211	2346	31.0158155260214
chr12:48491777-48491908	3440	29.4916379584921
chr12:48495252-48495256	105	23.5007029969734
chr12:48919415-48920303	51109	67.8768319055327
chr12:48921695-48921887	4769	36.4035642057561
chr12:49658965-49658968	37	10.9212157788516
chr12:49663248-49663471	2868	16.6802316946326
chr12:49663611-49663760	2302	19.1137607556592
chr12:49666036-49667011	7991	10.198156390153
chr12:49952426-49952513	1068	15.74743375275
chr12:49952626-49952754	5215	52.4438835769096
chr12:49952997-49953085	932	13.5811887472234
chr12:49953236-49953319	3001	50.4892403527833
chr12:49953512-49953605	1040	15.1218512846372
chr12:49953722-49953751	790	34.3117578530998
chr12:49954078-49954154	2373	38.3769450481704
chr12:49956784-49956923	2351	23.62545456884
chr12:49957221-49957330	1837	23.1524598474268
chr12:49958264-49958374	3649	45.570141029037
chr12:49958520-49958679	3076	26.2923327489668
chr12:49959312-49959451	3128	30.084761569714
chr12:49959860-49959999	2847	28.1988642692611
chr12:49960174-49960223	587	17.393539386466
chr12:49960505-49960515	464	47.2028405910637
chr12:51584030-51584376	13812	51.6266773772199
chr12:51585379-51585548	4226	32.3961374944193
chr12:51586113-51586255	1711	16.8496252961339
chr12:51589753-51589957	2071	14.2118577215774
chr12:51590582-51590627	548	15.5204343346152
chr12:52840974-52841210	656	3.87836774363319
chr12:52841323-52841358	65	2.19639747660921
chr12:52841562-52841783	5629	35.5073667792555
chr12:52842626-52842752	4016	41.0159683082335
chr12:52843253-52843418	2025	15.8983458339467
chr12:52843542-52843638	108	1.2561672346096
chr12:52843796-52843857	0	0
chr12:52844190-52844405	1519	9.46713848858951
chr12:52845323-52845863	1699	4.42003537425735
chr12:52862846-52863082	464	2.71729468868003
chr12:52863195-52863230	36	1.2971526979201
chr12:52863454-52863675	3322	20.9459860811381
chr12:52864289-52864415	2600	26.5527157264244
chr12:52864916-52865081	3758	30.4887646346609
chr12:52865205-52865301	373	4.39152336580051
chr12:52865456-52865517	40	0.727402711811082
chr12:52865850-52866065	1447	9.28871143579398
chr12:52866982-52867522	1611	4.19481064181111
chr12:53689352-53689424	3286	54.6187018907076
chr12:53689623-53689726	2310	26.2227245890047
chr12:53690028-53690060	801	27.6837070358386
chr12:53691634-53691709	2220	34.4874284216492
chr12:53691829-53691935	4764	50.2816642176869
chr12:53693053-53693130	2590	43.2773823889649
chr12:55794313-55795252	45281	57.4835116973058
chr12:56078842-56079073	8539	53.0577145822872
chr12:56081755-56081881	2357	25.7311170519905
chr12:56081986-56082085	4564	55.3831938300798
chr12:56082628-56082742	1020	12.5002863041103
chr12:56086628-56086760	2476	26.0704719806679
chr12:56086925-56087102	8428	65.6448487290813
chr12:56087805-56087908	4744	61.4353994095951
chr12:56088040-56088115	6047	107.155079592755
chr12:56088227-56088307	3291	52.9467041994472
chr12:56088399-56088480	3949	64.8559586928123
chr12:56088562-56088755	3733	27.0728854022919
chr12:56089306-56089422	2446	28.5893228175193
chr12:56090067-56090217	2029	18.9188775254837
chr12:56090683-56090853	4940	40.6515415422149
chr12:56091000-56091062	3417	67.5394386571305
chr12:56091235-56091331	2704	39.0357013330301
chr12:56091479-56091607	3847	41.7519588863328
chr12:56091722-56091811	4772	66.8370453373369
chr12:56092167-56092361	6638	47.6605191311458
chr12:56092494-56092702	10084	67.8932806996146
chr12:56093654-56093774	1853	19.0639529100418
chr12:56094046-56094178	1050	11.6895251924375
chr12:56094683-56094939	6532	34.7556473467881
chr12:56095163-56095201	2810	81.3745262103401
chr12:56096656-56096736	4301	66.9378933876385
chr12:56096835-56096963	2678	29.3354780219363
chr12:56101261-56101467	6673	46.4705438232258
chr12:56105847-56105919	2343	38.9526845299203
chr12:56106041-56106054	128	10.7913418614815
chr12:56119345-56119411	1679	29.3608420992444
chr12:56119597-56119681	4644	70.8764234143542
chr12:56119905-56120046	7049	56.6221350333344
chr12:56120484-56120580	2763	32.2303088663797
chr12:56120674-56120749	2505	37.3002450925518
chr12:56120935-56121124	5253	37.8046282115929
chr12:56122060-56122126	1723	31.21068679469
chr12:56380745-56380908	4526	33.266436701238
chr12:56383731-56383883	3449	27.3518227197634
chr12:56384466-56384589	3454	33.7953976373296
chr12:56385144-56385238	4501	53.6191023205432
chr12:56385881-56385997	4861	52.3779561253555
chr12:56552186-56552189	31	9.15020781471349
chr12:56552468-56552496	598	28.1928185794953
chr12:56553371-56553515	3001	28.3021990589502
chr12:56553759-56553933	8092	55.7333345313495
chr12:56554027-56554105	3588	51.8085691622492
chr12:56554410-56554439	1320	57.3382964502997
chr12:56555171-56555200	1319	60.9589017659494
chr12:57857475-57857575	7733	107.770034475523
chr12:57857782-57857875	2707	40.5404518403222
chr12:57858456-57858652	5861	40.063637273903
chr12:57858894-57859039	4453	42.7040491627482
chr12:57859390-57859480	1743	25.7888623124451
chr12:57859571-57859709	4665	45.8851111313222
chr12:57860023-57860173	4267	39.5677517816152
chr12:57861116-57861281	5104	39.887445461043
chr12:57861777-57862008	8326	49.0708175954456
chr12:57863214-57863482	6314	32.5382175221022
chr12:57864100-57865845	69677	54.5671866880533
chr12:66583080-66583213	917	25.3962542057403
chr12:66597491-66597674	7539	45.848752466
chr12:66603236-66603301	799	13.7683843849017
chr12:66603927-66603982	449	9.57064072685058
chr12:66605226-66605378	4508	42.3304062136676
chr12:66610951-66611016	13739	286.974809362046
chr12:66620503-66620618	5165	53.1397296217776
chr12:66622032-66622151	7309	69.4773216132232
chr12:66638266-66638465	10605	59.3448704728333
chr12:66638728-66638791	1982	36.957948043711
chr12:66638878-66639043	6098	43.3660816818615
chr12:66641475-66641952	18384	43.0398589173141
chr12:83081366-83081449	1440	21.3426618470357
chr12:83250789-83251360	54263	111.151759375711
chr12:83289597-83290426	58295	78.5930653084496
chr12:83324210-83324325	3515	33.9081571813473
chr12:83358803-83358889	3724	50.145412683466
chr12:83359339-83359524	6594	39.6714248210813
chr12:83360698-83360777	3247	45.8430536971229
chr12:83379704-83379826	6633	61.0316206869332
chr12:83424577-83424659	5148	69.4054095177281
chr12:83444683-83444798	3807	37.0674802251681
chr12:83455547-83455611	1620	29.4223456442142
chr12:83525989-83526169	5485	36.7684218459995
chr12:88542093-88542282	6168	40.0924479975244
chr12:88547068-88547287	6767	39.8722188134724
chr12:88548065-88548165	6480	79.2461941935048
chr12:88553891-88554007	3250	31.0880728217105
chr12:88554456-88554629	7296	47.6720361072609
chr12:88560107-88560360	14627	64.4478802664618
chr12:88566374-88566523	5918	44.1477492014572
chr12:88568384-88568505	4937	49.9858709322185
chr12:88569985-88570097	2483	26.2178275272952
chr12:88582620-88582724	219	3.00307362479855
chr12:88584230-88584400	4888	31.9833376977857
chr12:88586381-88586608	5483	34.5568998451699
chr12:88588615-88589427	30453	48.5569998944303
chr12:91445123-91445296	3099	19.9308343036236
chr12:91449173-91450059	51525	66.0450411989217
chr12:92537856-92538224	14326	44.2802433923054
chr12:92539164-92539312	2682	25.3377824002013
chr12:99042138-99042276	5070	47.2737262720201
chr12:99042404-99042594	6528	39.6158384896564
chr12:99043265-99043463	4926	27.9530815226359
chr12:99052938-99053122	8068	49.3526604516439
chr12:99056234-99056347	4819	47.3035578896222
chr12:99056453-99056585	2460	25.5033577037895
chr12:99059331-99059570	6528	30.9248600552706
chr12:99059968-99060136	7202	52.6414089234286
chr12:99061291-99061423	3298	27.7532111583305
chr12:99064751-99064865	2688	28.8650803974783
chr12:99065313-99065498	7334	44.1253675795553
chr12:99071203-99071330	8504	74.3517479580435
chr12:99074055-99074181	5715	50.3586492792287
chr12:99076921-99077053	9370	78.8392631493703
chr12:99080526-99080652	5601	52.6265905304377
chr12:99093186-99093348	7164	49.1836141293801
chr12:99097149-99097278	1831	16.0604283092133
chr12:99100263-99100389	7042	62.0530467229607
chr12:99102363-99102483	1812	17.3623540250162
chr12:99106097-99106214	5314	50.3922217120815
chr12:99109205-99109331	7346	67.0386219497287
chr12:99116971-99117091	5565	53.3040495067086
chr12:99117417-99117543	3773	34.4349491377324
chr12:99119193-99119319	3870	36.9747133217032
chr12:99120951-99121095	2645	20.6005740191062
chr12:99126198-99126345	3717	31.0142134694343
chr12:113537734-113537874	1396	16.3441239937932
chr12:113538433-113538486	2257	47.2096487937851
chr12:113539694-113539815	1552	18.3345321783943
chr12:113541751-113541887	4225	45.6913760373604
chr12:113541966-113542104	3901	40.4455167394453
chr12:113543519-113543692	3111	25.1688638508667
chr12:113544902-113545047	3294	31.5869950528393
chr12:113545890-113546031	2548	23.2709194006866
chr12:113549891-113550084	2790	25.2034600054206
chr12:113552605-113552718	7783	94.6478104062171
chr12:113553005-113553070	2314	42.2580170559929
chr12:113553440-113553594	5296	48.0811067669603
chr12:113553739-113553857	5315	62.9383073665799
chr12:113554878-113554967	1119	17.2326392756596
chr12:113556933-113557065	1564	16.4655612509481
chr12:113557167-113557249	1814	29.438356665799
chr12:113559314-113559444	5015	53.0704289197304
chr12:113565617-113565679	2434	54.3776963399877
chr12:113565870-113565984	3797	46.4629249471767
chr12:113568690-113568747	1828	44.3692722919081
chr12:113573203-113573268	1228	26.8243430691759
chr12:113596682-113596918	4554	31.7307134505764
chr12:113599075-113599188	3718	42.3001494791744
chr12:113599698-113599803	3067	35.1059552476821
chr12:113600737-113600851	2395	29.4343934102568
chr12:113600937-113601080	3394	33.3062243245201
chr12:113601872-113602091	3269	21.892228413498
chr12:113603449-113603523	978	18.376971071657
chr12:113603607-113603838	6169	38.3266675018478
chr12:113607575-113607710	3908	41.425664686089
chr12:113610158-113610369	7951	51.989056543623
chr12:113612445-113612577	830	8.79388799748005
chr12:113612680-113612742	2332	51.8329147542602
chr12:113612841-113612963	4939	56.5173312982269
chr12:113614645-113614741	3085	40.0870999948569
chr12:113614857-113614899	3165	91.6464359359293
chr12:113616782-113616832	2294	61.4991745735063
chr12:113616948-113617137	3187	23.6973008876624
chr12:113617740-113617811	3733	67.2573673871571
chr12:113618734-113618864	4180	44.6782363535506
chr12:113623083-113623257	9195	103.177192169907
chr12:117653114-117653130	574	38.2055908472254
chr12:117655851-117655970	3316	31.205803736179
chr12:117657880-117658075	2574	18.2031016644739
chr12:117660520-117660669	6178	53.6764643360874
chr12:117662821-117662943	1745	19.6726589961069
chr12:117664488-117664576	2578	39.013229305041
chr12:117665236-117665447	4473	28.8491014562246
chr12:117669767-117669937	919	7.44483289704681
chr12:117672370-117672564	2898	20.8059728051947
chr12:117680432-117680511	5657	88.0478190900755
chr12:117681102-117681241	7817	65.9287231449808
chr12:117685153-117685328	2815	21.5333633616709
chr12:117691443-117691560	3096	34.0372867934234
chr12:117693741-117693843	3408	46.5614229709896
chr12:117696202-117696261	1915	36.4097209964552
chr12:117696831-117696936	5886	65.5627148323922
chr12:117698270-117698415	6409	53.2717399022898
chr12:117701694-117701780	3036	47.7172341621914
chr12:117703121-117703316	6405	45.306729809216
chr12:117705848-117705950	4413	51.9854518773142
chr12:117710190-117710365	8258	64.1516512002871
chr12:117715764-117715904	1661	16.1062755997311
chr12:117718530-117718672	3494	33.8691373696189
chr12:117723046-117723138	3566	46.5247951675123
chr12:117723909-117724072	6378	50.6792352034581
chr12:117725879-117726025	3869	29.726266895991
chr12:117728103-117728232	4008	40.1759018082441
chr12:117749271-117749398	2106	20.7368803432515
chr12:117768150-117768875	21659	41.7659602139271
chr12:118814497-118814639	1360	32.6800823050291
chr12:118817967-118818037	3616	56.994800173136
chr12:118821817-118821873	1966	39.031718848365
chr12:118823919-118823991	2760	43.8231378962525
chr12:118827732-118827752	816	47.1558043873116
chr12:118828931-118829088	5210	39.3446414918034
chr12:118838464-118838560	5106	63.4472908678684
chr12:118839564-118839626	379	7.43550637538808
chr12:118839788-118839810	1727	91.1201582975612
chr12:118841217-118841323	1406	15.9451175926216
chr12:118848878-118848963	1792	25.1185703207899
chr12:118852140-118852239	2636	36.5448408130641
chr12:121078489-121079143	1066	18.5407967827609
chr12:121088441-121088486	2140	52.0596525437716
chr12:121093896-121094076	6645	51.7345558313289
chr12:121097681-121097712	2055	72.5311876922699
chr12:121097999-121098143	2483	22.2072541883921
chr12:121098534-121098644	4214	44.4747632117843
chr12:121098874-121099022	5461	44.1744530833468
chr12:121104678-121104704	56	2.6851060846946
chr12:121163689-121163735	233	95.261807515191
chr12:121164829-121164993	4409	34.8199836625457
chr12:121174789-121174939	3974	37.0352569536551
chr12:121175159-121175271	3139	36.2013153497574
chr12:121175640-121175792	3433	31.5756522051679
chr12:121176083-121176254	4925	39.6919117025047
chr12:121176336-121176474	6338	64.2630276738927
chr12:121176623-121176719	5846	82.4045187093203
chr12:121176943-121177000	6654	394.222822506092
chr12:121177099-121177252	5568	50.9594535238587
chr12:122326763-122326901	4415	44.6899605185443
chr12:122332645-122332748	4453	58.5459016282245
chr12:122337540-122337752	2291	15.1638196879624
chr12:122340912-122341014	3721	44.988936553874
chr12:122353762-122353851	4336	62.4968169857904
chr12:122354190-122354218	1468	60.407211171219
chr12:122667692-122667842	3415	52.5509993085637
chr12:122669066-122669327	9560	49.8911711913572
chr12:122670737-122670848	3813	41.3068343114793
chr12:122672248-122672388	4313	41.8243608315598
chr12:122674677-122674916	12960	76.1009538243466
chr12:122675927-122676115	7132	45.7967076062054
chr12:122677292-122677552	7698	38.2530330616637
chr12:122684736-122684878	9074	89.2814230132756
chr12:122685079-122685208	5129	49.7306948049404
chr12:122685293-122685482	13440	101.96421433173
chr12:122685843-122685877	1016	48.7601362164445
chr12:122687862-122687990	5290	56.8552322361061
chr12:123259218-123259254	2324	110.085488382508
chr12:123262038-123262231	8659	49.944589274044
chr12:123265711-123265878	8154	54.3201963558614
chr12:123270266-123270368	3783	41.1038486228016
chr12:123273305-123273477	6209	44.3289574439665
chr12:123276567-123276669	5714	62.0866191558135
chr12:123281854-123281943	2566	33.0441063586924
chr12:123282632-123282748	3702	41.012906477837
chr12:123285671-123286400	41667	63.8771489079639
chr12:123290698-123290843	6747	51.7127374042924
chr12:123297817-123297967	6434	55.2716764583754
chr12:123307913-123307967	2734	57.6156621217326
chr12:124069184-124069364	6151	47.5765111655798
chr12:124071294-124071487	1994	11.6877779914773
chr12:124074889-124074997	1588	16.4886095569927
chr12:124081152-124081277	3855	34.2438815098755
chr12:124247067-124247098	1662	73.085533669181
chr12:124252153-124252237	1116	14.6935347785838
chr12:124256148-124256246	1988	22.4711483894869
chr12:124257381-124257490	5030	52.1621723423526
chr12:124258696-124258812	3296	32.6500342379644
chr12:124265627-124265847	8318	42.1222124193371
chr12:124267654-124267812	2186	16.2342396712659
chr12:124268494-124268725	10940	53.3701322380079
chr12:124270293-124270484	7488	50.8225809445839
chr12:124272351-124272550	3653	23.8084244578858
chr12:124274474-124274669	9931	57.2275814445237
chr12:124281203-124281380	5702	35.8441674758599
chr12:124283793-124283919	3297	29.0513452286395
chr12:124284763-124284936	1523	9.79195958207225
chr12:124285828-124285980	10579	78.2445068476647
chr12:124288208-124288373	6569	44.2820389328685
chr12:124289380-124289588	7771	44.8132650924648
chr12:124293344-124293501	9463	67.021766785178
chr12:124297711-124298188	22041	51.600829294783
chr12:124298301-124298460	5049	35.3181993611657
chr12:124303497-124303614	5596	53.0668255293561
chr12:124303695-124303798	6819	73.3781474053117
chr12:124305127-124305306	7162	44.5282367737891
chr12:124311234-124311446	8307	43.6441627086649
chr12:124315093-124315247	10164	73.3781474053117
chr12:124317661-124317895	12459	59.3336796618824
chr12:124319953-124320076	3696	42.8333132800214
chr12:124323003-124323237	9201	47.1877172772996
chr12:124325869-124326093	16681	82.9686723902671
chr12:124330147-124330417	17627	78.3930812698739
chr12:124330518-124330702	10435	77.1269105756223
chr12:124332508-124332643	4285	44.1181832497769
chr12:124333277-124333430	5657	45.7360542381343
chr12:124335435-124335624	5455	40.1978115233607
chr12:124337753-124337900	3161	26.5973895596664
chr12:124341603-124341795	9181	59.9667719105454
chr12:124343697-124343816	1878	20.3004397224495
chr12:124345559-124345718	6681	50.3335650957862
chr12:124349142-124349278	4680	38.6582637245621
chr12:124350498-124350621	5013	45.9666210306835
chr12:124352014-124352149	4097	33.7179133951814
chr12:124352450-124352667	7441	39.9874517496891
chr12:124354913-124355033	6048	55.9316731327967
chr12:124356004-124356150	7285	56.3469141301181
chr12:124358105-124358258	7616	55.849692173509
chr12:124359778-124360039	9653	41.6911720027187
chr12:124362283-124362456	4560	29.6613902874934
chr12:124363811-124363905	1984	26.3213411286985
chr12:124364181-124364349	6205	43.3542749621005
chr12:124366172-124366361	8026	54.791729960145
chr12:124371689-124371861	8820	61.4464834430838
chr12:124377780-124377984	6764	40.0448158718807
chr12:124379190-124379271	3709	54.8856673298534
chr12:124382317-124382515	5380	30.259952811341
chr12:124383200-124383362	2050	17.7082945885852
chr12:124387486-124387661	5798	42.9255337516562
chr12:124393808-124393990	7933	50.7898046688844
chr12:124395083-124395220	5859	47.51618329769
chr12:124397645-124397863	3640	20.0321803613977
chr12:124398876-124399098	10265	63.8148339387458
chr12:124399399-124399547	4882	45.4315035449207
chr12:124401004-124401284	8674	34.5460334055509
chr12:124402131-124402361	5925	35.9134052794915
chr12:124403223-124403497	5958	28.2391110017726
chr12:124408310-124408415	4198	45.8978117083205
chr12:124408825-124408980	4317	30.9649739012502
chr12:124409597-124409752	12264	92.824430760358
chr12:124411184-124411368	8006	48.9792053278411
chr12:124412934-124413135	7588	52.851225348757
chr12:124413822-124414032	12689	72.9786432283304
chr12:124414211-124414307	4553	56.9607168795782
chr12:124414949-124415121	5287	34.584207828531
chr12:124415888-124416020	4444	46.3187834432652
chr12:124416183-124416395	15313	87.2370246372576
chr12:124416488-124416656	8807	61.0532115639115
chr12:124417878-124418059	3472	26.8477470621481
chr12:124419168-124419314	8543	70.0523659810128
chr12:124419882-124420029	3131	24.9830190141081
chr12:124421605-124422378	32787	58.7268382716765
chr12:124427291-124427333	1877	49.627578728403
chr12:124427894-124428041	2894	27.3725954469419
chr12:124428819-124428853	409	13.0820580016485
chr13:20398617-20399376	29264	53.0883408201585
chr13:20409617-20409830	13264	70.4677509641792
chr13:20411685-20411962	3531	19.5460530469558
chr13:20412840-20413126	17796	69.3942187067772
chr13:20425495-20425589	2420	28.5029954920435
chr13:20425829-20426321	19313	45.3994263791645
chr13:20716120-20717428	40163	45.1987596047187
chr13:20763040-20763721	39500	70.2847192514948
chr13:25670337-25672233	58853	35.0345288417037
chr13:28877304-28877506	6506	43.8205545816113
chr13:28880815-28880910	1900	27.0579961051509
chr13:28882980-28883065	2292	30.8883000511803
chr13:28885727-28885870	4582	35.6091604458902
chr13:28886130-28886236	2016	21.0834878315704
chr13:28891635-28891735	2846	33.965513994235
chr13:28893560-28893672	3549	35.4750016414543
chr13:28895600-28895723	5336	48.1540595218936
chr13:28896399-28896497	5852	66.1488835310047
chr13:28896927-28897084	6136	45.5057903884537
chr13:28901599-28901688	3368	41.8760145784164
chr13:28903752-28903866	3513	39.628014921459
chr13:28908162-28908267	2049	21.8316390235375
chr13:28913305-28913438	3448	29.0599106091888
chr13:28919582-28919689	1023	10.7170303709486
chr13:28931691-28931823	4345	36.5603793767201
chr13:28942715-28942801	1436	18.4760288800015
chr13:28959022-28959169	5155	39.4164907941013
chr13:28963838-28964242	23543	65.0521840578126
chr13:28971097-28971206	5006	50.9293806377267
chr13:28973181-28973256	2525	37.5192471992713
chr13:28979917-28980032	5751	55.4840406947591
chr13:29001296-29001456	8505	62.3749004969437
chr13:29001889-29002059	6305	41.2605199761147
chr13:29004187-29004305	3398	32.3095266199136
chr13:29005273-29005448	7133	46.9757148620765
chr13:29007956-29008093	5809	47.1021232925053
chr13:29008195-29008358	9046	61.7285132053835
chr13:29012358-29012483	3712	32.9681290614684
chr13:29041040-29041267	10723	52.6303839022695
chr13:29041658-29041755	903	10.3067368858155
chr13:29068917-29068981	732	15.8501905459037
chr13:31480653-31480931	2771	23.0694705187461
chr13:31491540-31491650	2282	26.6506117947007
chr13:31495151-31495264	7521	75.2490380368467
chr13:31495698-31495984	6167	26.5430285726063
chr13:31498448-31498573	10201	92.0469363998055
chr13:31774222-31774292	328	32.5605513415895
chr13:31789188-31789238	1578	34.6243690822075
chr13:31797089-31797129	951	31.9825891204279
chr13:31803322-31803432	6281	69.8962301965468
chr13:31821160-31821237	1753	27.979557275548
chr13:31821992-31822104	3404	37.2022345559284
chr13:31835083-31835220	4224	35.4780812220124
chr13:31843351-31843415	1104	22.0100869783082
chr13:31848646-31848766	4158	41.4143030816862
chr13:31850839-31850909	1076	19.6379751308227
chr13:31858785-31858899	2054	20.3058088451152
chr13:31860857-31860957	4024	47.5429334860009
chr13:31891703-31891823	3260	37.3489382209388
chr13:31897888-31898033	7407	61.1451570236886
chr13:31903638-31903806	5895	39.4730749037684
chr13:32977079-32977338	24941	107.353449452365
chr13:32978340-32978409	3572	57.1067082826454
chr13:32978458-32978535	2386	34.7790981283356
chr13:32981387-32981476	5195	64.593360808824
chr13:32981782-32981910	3312	28.7268117110623
chr13:33002041-33002220	4523	37.0223216710098
chr13:36801338-36801519	6083	40.2813157447599
chr13:36805330-36805430	3131	34.6915139479131
chr13:36822743-36822820	3222	46.229240038332
chr13:36827940-36827994	2338	47.5721373524447
chr13:36828182-36828281	1074	15.4320625504002
chr13:36857606-36857647	518	13.7982699025087
chr13:36857729-36857840	4436	54.604756683627
chr13:36869915-36869995	859	11.8622596079961
chr13:36871774-36871857	3857	52.3788968720934
chr13:37574943-37574960	310	24.1102861174598
chr13:37576410-37576447	1717	51.1294014951908
chr13:37576625-37576689	536	9.31769384087864
chr13:37577071-37577145	886	13.2163477330598
chr13:37578653-37578699	1462	35.1361764108769
chr13:37580057-37580163	3193	35.2312517665872
chr13:37580252-37580298	1622	39.9983202538924
chr13:37581112-37581209	4838	55.2490336647894
chr13:37582194-37582315	387	5.32447922170613
chr13:37582866-37582973	1760	18.2410218500317
chr13:37583321-37583437	2981	29.5322283416163
chr13:41303508-41303738	4528	27.019773567258
chr13:41323274-41323418	442	3.41319734003661
chr13:41328155-41328229	1476	28.2777459024093
chr13:41331009-41331150	10857	85.5649405308851
chr13:41333084-41333243	6198	46.6935419494913
chr13:41340882-41341170	16493	64.8853589468491
chr13:41345121-41345273	2615	23.3664049235487
chr13:41704623-41706648	111171	66.583607481518
chr13:41885665-41885719	4253	105.729905953073
chr13:41890982-41891067	4103	55.2975908233326
chr13:41892942-41893047	1966	24.0451774704133
chr13:41894803-41894961	2487	18.1273175534882
chr13:41897192-41897327	9965	81.9950718375353
chr13:41899834-41899988	1880	20.3741113436263
chr13:41902860-41902980	4023	47.7761713036133
chr13:41905410-41905506	2064	23.8140457035997
chr13:41910786-41910893	2717	32.6132973129703
chr13:41929280-41929353	753	13.1956822991271
chr13:41932440-41932643	8283	50.1464383456405
chr13:41932946-41933099	3009	22.2158737308819
chr13:41936167-41936296	7752	66.7308057004535
chr13:41941575-41941789	5606	33.7928720568019
chr13:41943226-41943420	3854	25.6136230089146
chr13:41946339-41946448	134	1.75299034557619
chr13:41946868-41946967	561	7.73372090368967
chr13:41947773-41947917	5337	50.7447890311616
chr13:41948878-41948976	2447	32.042953480788
chr13:41949541-41949739	10538	59.2553439852258
chr13:42622910-42623102	8427	101.431327577891
chr13:42701599-42701710	3670	36.6722874862295
chr13:42703688-42703769	3702	50.5265114434928
chr13:42729427-42729532	3449	37.116927356662
chr13:42729803-42729936	6276	61.0392228575464
chr13:42733402-42733509	3677	38.1047112879497
chr13:42734147-42734273	7121	68.0397826041318
chr13:42739467-42739570	1979	21.2961132396383
chr13:42740651-42740811	5051	35.1055739530979
chr13:42742576-42742685	5048	54.7626811664804
chr13:42742815-42742955	6314	53.9735882420811
chr13:42748196-42748281	5425	70.5916354785277
chr13:42752271-42752357	3410	44.56818066789
chr13:42761185-42761285	6349	70.3454376376071
chr13:42763172-42763446	9086	39.0094020900817
chr13:42764539-42764662	7117	64.235254858394
chr13:42769021-42769153	4904	44.7409806423103
chr13:42772614-42772732	3697	35.0909997134666
chr13:42773702-42773813	651	9.7587458290576
chr13:42773949-42774046	1941	22.1689964938116
chr13:42780175-42780283	4461	46.6870263278481
chr13:42783095-42783209	3919	38.1382837208026
chr13:42783467-42783602	5606	46.5545866813355
chr13:42784738-42784902	6697	47.5561285238758
chr13:42788643-42788749	3353	39.5072237056231
chr13:42789711-42789804	2901	34.5348425946
chr13:42793366-42793486	5130	47.4490384319844
chr13:42793822-42793931	3067	31.1999809312199
chr13:42795400-42795531	5625	48.1244769163441
chr13:42799426-42799474	818	23.0081643284457
chr13:42803235-42803325	3348	43.1039657155307
chr13:52639543-52639746	12412	84.347045336374
chr13:52646080-52646207	5027	45.5153299440845
chr13:52649894-52649963	544	11.9584907224288
chr13:52650199-52650280	1728	32.4279793464062
chr13:52656374-52656449	1345	24.5388346885901
chr13:52657396-52657489	2842	33.8298215046908
chr13:52660413-52660500	3038	38.6306794026439
chr13:52661474-52661591	4496	42.6369897230803
chr13:52663383-52663450	1021	17.0655201996181
chr13:52667190-52667372	6988	42.7377070216388
chr13:52673879-52674013	4007	33.2143269023891
chr13:52676069-52676151	3808	55.2994244874203
chr13:52676228-52676429	13761	76.2318041978014
chr13:52678634-52678689	1060	21.1842051301289
chr13:52682454-52682541	1963	24.9666992315465
chr13:52684476-52684547	1734	26.9474727698628
chr13:52684630-52684714	4467	60.9073233654607
chr13:52686404-52686502	2872	32.4645425686761
chr13:52693455-52693552	1014	13.4160424161066
chr13:52701502-52701619	4420	41.9207778222202
chr13:73333933-73334017	1526	22.1706543917302
chr13:73334667-73334790	3264	34.11693105236
chr13:73335501-73335660	2814	27.0720529996813
chr13:73335784-73335953	8038	52.910154176043
chr13:73336061-73336276	10757	56.6197805423705
chr13:73337589-73337746	5476	41.3613974554415
chr13:73340110-73340197	3269	41.9578577198353
chr13:73342923-73343051	1651	14.8356563097602
chr13:73345042-73345127	1676	32.7363091580607
chr13:73345219-73345284	4030	68.3310916664379
chr13:73345933-73346035	4470	48.5681195270784
chr13:73346297-73346414	3365	31.9161928320801
chr13:73346831-73346978	3901	29.4989776666771
chr13:73347822-73347960	7357	59.2329623633239
chr13:73348084-73348198	3838	37.3437361432858
chr13:73349349-73349514	4806	32.3973977029705
chr13:73350063-73350231	5645	43.2942818065663
chr13:73351558-73351632	1488	22.2025689266644
chr13:73352325-73352519	5387	32.9721699853967
chr13:73354984-73355142	5237	36.8625312723954
chr13:73355427-73355495	1163	23.8244778155031
chr13:73355743-73355971	2909	18.3057042976106
chr13:86368118-86370644	149412	67.2274623186821
chr13:98865497-98865668	4718	35.5808985039483
chr13:98896745-98896964	11961	61.5295608520036
chr13:98996016-98996121	3302	36.7779320552678
chr13:99017649-99017692	674	17.1443223768396
chr13:99020371-99020450	5274	74.4624915065611
chr13:99030075-99030173	2122	26.0048607313455
chr13:99036984-99037099	5895	56.8717012526756
chr13:99037921-99038069	4869	40.6930098693773
chr13:99040637-99040733	4144	51.8398343650528
chr13:99042211-99042375	8340	59.2254815689067
chr13:99043066-99043135	2623	41.9319686331711
chr13:99045897-99045973	4479	68.6796888492753
chr13:99047481-99047731	8717	50.0596149807888
chr13:99061592-99061780	11142	83.3008877357005
